  Frequency            , V(Ve)/ I(C1)         
  2.147830474130e+03  ,3.043395686103e+04  
  2.152781734724e+03  ,3.043389990366e+04  
  2.157744409152e+03  ,3.043384309675e+04  
  2.162718523727e+03  ,3.043378643983e+04  
  2.167704104819e+03  ,3.043372993094e+04  
  2.172701178863e+03  ,3.043367356913e+04  
  2.177709772353e+03  ,3.043361735393e+04  
  2.182729911843e+03  ,3.043356128354e+04  
  2.187761623949e+03  ,3.043350535667e+04  
  2.192804935350e+03  ,3.043344957249e+04  
  2.197859872784e+03  ,3.043339392979e+04  
  2.202926463053e+03  ,3.043333842701e+04  
  2.208004733019e+03  ,3.043328306296e+04  
  2.213094709605e+03  ,3.043322783688e+04  
  2.218196419800e+03  ,3.043317274759e+04  
  2.223309890651e+03  ,3.043311779365e+04  
  2.228435149270e+03  ,3.043306297459e+04  
  2.233572222830e+03  ,3.043300828806e+04  
  2.238721138568e+03  ,3.043295373370e+04  
  2.243881923782e+03  ,3.043289931002e+04  
  2.249054605835e+03  ,3.043284501614e+04  
  2.254239212152e+03  ,3.043279085063e+04  
  2.259435770221e+03  ,3.043273681304e+04  
  2.264644307593e+03  ,3.043268290122e+04  
  2.269864851883e+03  ,3.043262911480e+04  
  2.275097430772e+03  ,3.043257545229e+04  
  2.280342072000e+03  ,3.043252191221e+04  
  2.285598803375e+03  ,3.043246849427e+04  
  2.290867652767e+03  ,3.043241519688e+04  
  2.296148648112e+03  ,3.043236201893e+04  
  2.301441817408e+03  ,3.043230895911e+04  
  2.306747188720e+03  ,3.043225601654e+04  
  2.312064790175e+03  ,3.043220319005e+04  
  2.317394649968e+03  ,3.043215047876e+04  
  2.322736796357e+03  ,3.043209788109e+04  
  2.328091257665e+03  ,3.043204539609e+04  
  2.333458062281e+03  ,3.043199302258e+04  
  2.338837238659e+03  ,3.043194076003e+04  
  2.344228815319e+03  ,3.043188860682e+04  
  2.349632820848e+03  ,3.043183656162e+04  
  2.355049283896e+03  ,3.043178462352e+04  
  2.360478233180e+03  ,3.043173279187e+04  
  2.365919697485e+03  ,3.043168106545e+04  
  2.371373705661e+03  ,3.043162944214e+04  
  2.376840286624e+03  ,3.043157792215e+04  
  2.382319469358e+03  ,3.043152650386e+04  
  2.387811282913e+03  ,3.043147518613e+04  
  2.393315756405e+03  ,3.043142396809e+04  
  2.398832919019e+03  ,3.043137284847e+04  
  2.404362800006e+03  ,3.043132182629e+04  
  2.409905428686e+03  ,3.043127090019e+04  
  2.415460834445e+03  ,3.043122006946e+04  
  2.421029046736e+03  ,3.043116933285e+04  
  2.426610095082e+03  ,3.043111868941e+04  
  2.432204009073e+03  ,3.043106813775e+04  
  2.437810818368e+03  ,3.043101767708e+04  
  2.443430552694e+03  ,3.043096730662e+04  
  2.449063241844e+03  ,3.043091702466e+04  
  2.454708915685e+03  ,3.043086683066e+04  
  2.460367604147e+03  ,3.043081672292e+04  
  2.466039337234e+03  ,3.043076670088e+04  
  2.471724145016e+03  ,3.043071676373e+04  
  2.477422057633e+03  ,3.043066690994e+04  
  2.483133105295e+03  ,3.043061713851e+04  
  2.488857318282e+03  ,3.043056744823e+04  
  2.494594726943e+03  ,3.043051783863e+04  
  2.500345361696e+03  ,3.043046830810e+04  
  2.506109253032e+03  ,3.043041885629e+04  
  2.511886431509e+03  ,3.043036948110e+04  
  2.517676927758e+03  ,3.043032018199e+04  
  2.523480772480e+03  ,3.043027095859e+04  
  2.529297996446e+03  ,3.043022180859e+04  
  2.535128630497e+03  ,3.043017273219e+04  
  2.540972705549e+03  ,3.043012372750e+04  
  2.546830252585e+03  ,3.043007479365e+04  
  2.552701302661e+03  ,3.043002592983e+04  
  2.558585886905e+03  ,3.042997713479e+04  
  2.564484036517e+03  ,3.042992840770e+04  
  2.570395782768e+03  ,3.042987974715e+04  
  2.576321157002e+03  ,3.042983115272e+04  
  2.582260190634e+03  ,3.042978262288e+04  
  2.588212915153e+03  ,3.042973415690e+04  
  2.594179362118e+03  ,3.042968575354e+04  
  2.600159563165e+03  ,3.042963741171e+04  
  2.606153549998e+03  ,3.042958913046e+04  
  2.612161354399e+03  ,3.042954090908e+04  
  2.618183008219e+03  ,3.042949274633e+04  
  2.624218543384e+03  ,3.042944464096e+04  
  2.630267991895e+03  ,3.042939659224e+04  
  2.636331385825e+03  ,3.042934859918e+04  
  2.642408757321e+03  ,3.042930066053e+04  
  2.648500138606e+03  ,3.042925277535e+04  
  2.654605561975e+03  ,3.042920494275e+04  
  2.660725059798e+03  ,3.042915716152e+04  
  2.666858664521e+03  ,3.042910943079e+04  
  2.673006408663e+03  ,3.042906174978e+04  
  2.679168324819e+03  ,3.042901411693e+04  
  2.685344445658e+03  ,3.042896653164e+04  
  2.691534803926e+03  ,3.042891899282e+04  
  2.697739432444e+03  ,3.042887149971e+04  
  2.703958364108e+03  ,3.042882405025e+04  
  2.710191631890e+03  ,3.042877664454e+04  
  2.716439268839e+03  ,3.042872928147e+04  
  2.722701308077e+03  ,3.042868196011e+04  
  2.728977782808e+03  ,3.042863467864e+04  
  2.735268726306e+03  ,3.042858743664e+04  
  2.741574171927e+03  ,3.042854023314e+04  
  2.747894153102e+03  ,3.042849306714e+04  
  2.754228703338e+03  ,3.042844593720e+04  
  2.760577856220e+03  ,3.042839884325e+04  
  2.766941645411e+03  ,3.042835178342e+04  
  2.773320104651e+03  ,3.042830475701e+04  
  2.779713267759e+03  ,3.042825776258e+04  
  2.786121168629e+03  ,3.042821080043e+04  
  2.792543841237e+03  ,3.042816386808e+04  
  2.798981319634e+03  ,3.042811696552e+04  
  2.805433637951e+03  ,3.042807009140e+04  
  2.811900830398e+03  ,3.042802324446e+04  
  2.818382931264e+03  ,3.042797642433e+04  
  2.824879974915e+03  ,3.042792962947e+04  
  2.831391995799e+03  ,3.042788285897e+04  
  2.837919028441e+03  ,3.042783611223e+04  
  2.844461107447e+03  ,3.042778938784e+04  
  2.851018267503e+03  ,3.042774268483e+04  
  2.857590543374e+03  ,3.042769600290e+04  
  2.864177969906e+03  ,3.042764933959e+04  
  2.870780582024e+03  ,3.042760269575e+04  
  2.877398414735e+03  ,3.042755606882e+04  
  2.884031503126e+03  ,3.042750945877e+04  
  2.890679882365e+03  ,3.042746286446e+04  
  2.897343587701e+03  ,3.042741628436e+04  
  2.904022654464e+03  ,3.042736971793e+04  
  2.910717118066e+03  ,3.042732316462e+04  
  2.917427014001e+03  ,3.042727662239e+04  
  2.924152377843e+03  ,3.042723009105e+04  
  2.930893245250e+03  ,3.042718356905e+04  
  2.937649651961e+03  ,3.042713705627e+04  
  2.944421633798e+03  ,3.042709055094e+04  
  2.951209226666e+03  ,3.042704405243e+04  
  2.958012466551e+03  ,3.042699755920e+04  
  2.964831389524e+03  ,3.042695107140e+04  
  2.971666031737e+03  ,3.042690458703e+04  
  2.978516429429e+03  ,3.042685810542e+04  
  2.985382618917e+03  ,3.042681162550e+04  
  2.992264636608e+03  ,3.042676514664e+04  
  2.999162518987e+03  ,3.042671866716e+04  
  3.006076302628e+03  ,3.042667218684e+04  
  3.013006024186e+03  ,3.042662570470e+04  
  3.019951720401e+03  ,3.042657921923e+04  
  3.026913428101e+03  ,3.042653272930e+04  
  3.033891184194e+03  ,3.042648623425e+04  
  3.040885025676e+03  ,3.042643973357e+04  
  3.047894989627e+03  ,3.042639322554e+04  
  3.054921113215e+03  ,3.042634670931e+04  
  3.061963433690e+03  ,3.042630018470e+04  
  3.069021988391e+03  ,3.042625364917e+04  
  3.076096814740e+03  ,3.042620710328e+04  
  3.083187950249e+03  ,3.042616054513e+04  
  3.090295432513e+03  ,3.042611397401e+04  
  3.097419299216e+03  ,3.042606738938e+04  
  3.104559588128e+03  ,3.042602078902e+04  
  3.111716337105e+03  ,3.042597417353e+04  
  3.118889584093e+03  ,3.042592754060e+04  
  3.126079367123e+03  ,3.042588088975e+04  
  3.133285724315e+03  ,3.042583422028e+04  
  3.140508693876e+03  ,3.042578753044e+04  
  3.147748314101e+03  ,3.042574081980e+04  
  3.155004623374e+03  ,3.042569408776e+04  
  3.162277660168e+03  ,3.042564733254e+04  
  3.169567463043e+03  ,3.042560055352e+04  
  3.176874070649e+03  ,3.042555374959e+04  
  3.184197521726e+03  ,3.042550692001e+04  
  3.191537855100e+03  ,3.042546006357e+04  
  3.198895109691e+03  ,3.042541317947e+04  
  3.206269324505e+03  ,3.042536626606e+04  
  3.213660538640e+03  ,3.042531932359e+04  
  3.221068791283e+03  ,3.042527234979e+04  
  3.228494121712e+03  ,3.042522534406e+04  
  3.235936569296e+03  ,3.042517830600e+04  
  3.243396173493e+03  ,3.042513123391e+04  
  3.250872973854e+03  ,3.042508412708e+04  
  3.258367010019e+03  ,3.042503698466e+04  
  3.265878321723e+03  ,3.042498980523e+04  
  3.273406948788e+03  ,3.042494258799e+04  
  3.280952931131e+03  ,3.042489533221e+04  
  3.288516308759e+03  ,3.042484803639e+04  
  3.296097121774e+03  ,3.042480069973e+04  
  3.303695410368e+03  ,3.042475332185e+04  
  3.311311214825e+03  ,3.042470590059e+04  
  3.318944575525e+03  ,3.042465843595e+04  
  3.326595532939e+03  ,3.042461092644e+04  
  3.334264127632e+03  ,3.042456337116e+04  
  3.341950400261e+03  ,3.042451576915e+04  
  3.349654391578e+03  ,3.042446811898e+04  
  3.357376142429e+03  ,3.042442042035e+04  
  3.365115693754e+03  ,3.042437267133e+04  
  3.372873086588e+03  ,3.042432487221e+04  
  3.380648362059e+03  ,3.042427702082e+04  
  3.388441561391e+03  ,3.042422911676e+04  
  3.396252725903e+03  ,3.042418115874e+04  
  3.404081897009e+03  ,3.042413314583e+04  
  3.411929116219e+03  ,3.042408507684e+04  
  3.419794425136e+03  ,3.042403695154e+04  
  3.427677865464e+03  ,3.042398876769e+04  
  3.435579478998e+03  ,3.042394052505e+04  
  3.443499307633e+03  ,3.042389222220e+04  
  3.451437393358e+03  ,3.042384385866e+04  
  3.459393778261e+03  ,3.042379543278e+04  
  3.467368504525e+03  ,3.042374694390e+04  
  3.475361614431e+03  ,3.042369839136e+04  
  3.483373150359e+03  ,3.042364977309e+04  
  3.491403154785e+03  ,3.042360108933e+04  
  3.499451670283e+03  ,3.042355233799e+04  
  3.507518739525e+03  ,3.042350351859e+04  
  3.515604405282e+03  ,3.042345462977e+04  
  3.523708710424e+03  ,3.042340567086e+04  
  3.531831697919e+03  ,3.042335664059e+04  
  3.539973410834e+03  ,3.042330753796e+04  
  3.548133892335e+03  ,3.042325836194e+04  
  3.556313185689e+03  ,3.042320911155e+04  
  3.564511334262e+03  ,3.042315978510e+04  
  3.572728381519e+03  ,3.042311038299e+04  
  3.580964371026e+03  ,3.042306090293e+04  
  3.589219346449e+03  ,3.042301134406e+04  
  3.597493351557e+03  ,3.042296170600e+04  
  3.605786430216e+03  ,3.042291198699e+04  
  3.614098626395e+03  ,3.042286218628e+04  
  3.622429984166e+03  ,3.042281230249e+04  
  3.630780547700e+03  ,3.042276233536e+04  
  3.639150361271e+03  ,3.042271228296e+04  
  3.647539469255e+03  ,3.042266214458e+04  
  3.655947916131e+03  ,3.042261191927e+04  
  3.664375746478e+03  ,3.042256160560e+04  
  3.672823004980e+03  ,3.042251120274e+04  
  3.681289736425e+03  ,3.042246070966e+04  
  3.689775985701e+03  ,3.042241012560e+04  
  3.698281797802e+03  ,3.042235944888e+04  
  3.706807217825e+03  ,3.042230867873e+04  
  3.715352290971e+03  ,3.042225781447e+04  
  3.723917062545e+03  ,3.042220685379e+04  
  3.732501577956e+03  ,3.042215579689e+04  
  3.741105882720e+03  ,3.042210464224e+04  
  3.749730022454e+03  ,3.042205338854e+04  
  3.758374042884e+03  ,3.042200203510e+04  
  3.767037989838e+03  ,3.042195058073e+04  
  3.775721909253e+03  ,3.042189902381e+04  
  3.784425847170e+03  ,3.042184736435e+04  
  3.793149849736e+03  ,3.042179560003e+04  
  3.801893963205e+03  ,3.042174373069e+04  
  3.810658233937e+03  ,3.042169175455e+04  
  3.819442708400e+03  ,3.042163967103e+04  
  3.828247433167e+03  ,3.042158747866e+04  
  3.837072454922e+03  ,3.042153517634e+04  
  3.845917820453e+03  ,3.042148276321e+04  
  3.854783576657e+03  ,3.042143023836e+04  
  3.863669770540e+03  ,3.042137760011e+04  
  3.872576449215e+03  ,3.042132484792e+04  
  3.881503659906e+03  ,3.042127198031e+04  
  3.890451449942e+03  ,3.042121899575e+04  
  3.899419866765e+03  ,3.042116589404e+04  
  3.908408957923e+03  ,3.042111267337e+04  
  3.917418771077e+03  ,3.042105933296e+04  
  3.926449353995e+03  ,3.042100587165e+04  
  3.935500754557e+03  ,3.042095228795e+04  
  3.944573020752e+03  ,3.042089858143e+04  
  3.953666200681e+03  ,3.042084475053e+04  
  3.962780342554e+03  ,3.042079079379e+04  
  3.971915494694e+03  ,3.042073671053e+04  
  3.981071705534e+03  ,3.042068249957e+04  
  3.990249023621e+03  ,3.042062815918e+04  
  3.999447497610e+03  ,3.042057368922e+04  
  4.008667176272e+03  ,3.042051908782e+04  
  4.017908108489e+03  ,3.042046435406e+04  
  4.027170343254e+03  ,3.042040948670e+04  
  4.036453929675e+03  ,3.042035448491e+04  
  4.045758916974e+03  ,3.042029934671e+04  
  4.055085354483e+03  ,3.042024407174e+04  
  4.064433291651e+03  ,3.042018865841e+04  
  4.073802778040e+03  ,3.042013310586e+04  
  4.083193863326e+03  ,3.042007741240e+04  
  4.092606597299e+03  ,3.042002157762e+04  
  4.102041029865e+03  ,3.041996559940e+04  
  4.111497211044e+03  ,3.041990947772e+04  
  4.120975190973e+03  ,3.041985321033e+04  
  4.130475019901e+03  ,3.041979679621e+04  
  4.139996748197e+03  ,3.041974023501e+04  
  4.149540426343e+03  ,3.041968352478e+04  
  4.159106104939e+03  ,3.041962666399e+04  
  4.168693834703e+03  ,3.041956965243e+04  
  4.178303666465e+03  ,3.041951248765e+04  
  4.187935651178e+03  ,3.041945516971e+04  
  4.197589839909e+03  ,3.041939769706e+04  
  4.207266283844e+03  ,3.041934006799e+04  
  4.216965034285e+03  ,3.041928228143e+04  
  4.226686142655e+03  ,3.041922433671e+04  
  4.236429660495e+03  ,3.041916623198e+04  
  4.246195639462e+03  ,3.041910796616e+04  
  4.255984131337e+03  ,3.041904953790e+04  
  4.265795188015e+03  ,3.041899094632e+04  
  4.275628861515e+03  ,3.041893219014e+04  
  4.285485203974e+03  ,3.041887326783e+04  
  4.295364267648e+03  ,3.041881417836e+04  
  4.305266104916e+03  ,3.041875492032e+04  
  4.315190768277e+03  ,3.041869549249e+04  
  4.325138310349e+03  ,3.041863589389e+04  
  4.335108783874e+03  ,3.041857612300e+04  
  4.345102241715e+03  ,3.041851617843e+04  
  4.355118736855e+03  ,3.041845605928e+04  
  4.365158322401e+03  ,3.041839576399e+04  
  4.375221051582e+03  ,3.041833529117e+04  
  4.385306977749e+03  ,3.041827464022e+04  
  4.395416154377e+03  ,3.041821380904e+04  
  4.405548635065e+03  ,3.041815279664e+04  
  4.415704473532e+03  ,3.041809160173e+04  
  4.425883723625e+03  ,3.041803022351e+04  
  4.436086439313e+03  ,3.041796865990e+04  
  4.446312674690e+03  ,3.041790690949e+04  
  4.456562483974e+03  ,3.041784497230e+04  
  4.466835921509e+03  ,3.041778284545e+04  
  4.477133041763e+03  ,3.041772052899e+04  
  4.487453899330e+03  ,3.041765802043e+04  
  4.497798548932e+03  ,3.041759531876e+04  
  4.508167045414e+03  ,3.041753242331e+04  
  4.518559443748e+03  ,3.041746933194e+04  
  4.528975799035e+03  ,3.041740604391e+04  
  4.539416166501e+03  ,3.041734255736e+04  
  4.549880601500e+03  ,3.041727887157e+04  
  4.560369159512e+03  ,3.041721498431e+04  
  4.570881896148e+03  ,3.041715089505e+04  
  4.581418867144e+03  ,3.041708660230e+04  
  4.591980128368e+03  ,3.041702210423e+04  
  4.602565735813e+03  ,3.041695740005e+04  
  4.613175745603e+03  ,3.041689248836e+04  
  4.623810213992e+03  ,3.041682736696e+04  
  4.634469197362e+03  ,3.041676203503e+04  
  4.645152752227e+03  ,3.041669649173e+04  
  4.655860935229e+03  ,3.041663073517e+04  
  4.666593803142e+03  ,3.041656476351e+04  
  4.677351412871e+03  ,3.041649857614e+04  
  4.688133821452e+03  ,3.041643217132e+04  
  4.698941086051e+03  ,3.041636554758e+04  
  4.709773263969e+03  ,3.041629870357e+04  
  4.720630412635e+03  ,3.041623163785e+04  
  4.731512589614e+03  ,3.041616434900e+04  
  4.742419852602e+03  ,3.041609683577e+04  
  4.753352259427e+03  ,3.041602909678e+04  
  4.764309868053e+03  ,3.041596113030e+04  
  4.775292736576e+03  ,3.041589293475e+04  
  4.786300923225e+03  ,3.041582450912e+04  
  4.797334486366e+03  ,3.041575585191e+04  
  4.808393484496e+03  ,3.041568696156e+04  
  4.819477976250e+03  ,3.041561783658e+04  
  4.830588020397e+03  ,3.041554847527e+04  
  4.841723675840e+03  ,3.041547887685e+04  
  4.852885001620e+03  ,3.041540903926e+04  
  4.864072056914e+03  ,3.041533896080e+04  
  4.875284901033e+03  ,3.041526864122e+04  
  4.886523593427e+03  ,3.041519807781e+04  
  4.897788193683e+03  ,3.041512726896e+04  
  4.909078761525e+03  ,3.041505621443e+04  
  4.920395356814e+03  ,3.041498491147e+04  
  4.931738039548e+03  ,3.041491335939e+04  
  4.943106869867e+03  ,3.041484155647e+04  
  4.954501908047e+03  ,3.041476950085e+04  
  4.965923214502e+03  ,3.041469719107e+04  
  4.977370849788e+03  ,3.041462462624e+04  
  4.988844874599e+03  ,3.041455180389e+04  
  5.000345349769e+03  ,3.041447872346e+04  
  5.011872336272e+03  ,3.041440538230e+04  
  5.023425895223e+03  ,3.041433177964e+04  
  5.035006087878e+03  ,3.041425791426e+04  
  5.046612975634e+03  ,3.041418378339e+04  
  5.058246620030e+03  ,3.041410938646e+04  
  5.069907082746e+03  ,3.041403472196e+04  
  5.081594425605e+03  ,3.041395978744e+04  
  5.093308710571e+03  ,3.041388458207e+04  
  5.105049999753e+03  ,3.041380910411e+04  
  5.116818355402e+03  ,3.041373335166e+04  
  5.128613839913e+03  ,3.041365732329e+04  
  5.140436515823e+03  ,3.041358101736e+04  
  5.152286445817e+03  ,3.041350443244e+04  
  5.164163692720e+03  ,3.041342756714e+04  
  5.176068319505e+03  ,3.041335041902e+04  
  5.188000389289e+03  ,3.041327298729e+04  
  5.199959965334e+03  ,3.041319526958e+04  
  5.211947111050e+03  ,3.041311726524e+04  
  5.223961889990e+03  ,3.041303897173e+04  
  5.236004365856e+03  ,3.041296038775e+04  
  5.248074602497e+03  ,3.041288151122e+04  
  5.260172663906e+03  ,3.041280234086e+04  
  5.272298614227e+03  ,3.041272287504e+04  
  5.284452517751e+03  ,3.041264311191e+04  
  5.296634438916e+03  ,3.041256305062e+04  
  5.308844442309e+03  ,3.041248268798e+04  
  5.321082592667e+03  ,3.041240202299e+04  
  5.333348954875e+03  ,3.041232105458e+04  
  5.345643593969e+03  ,3.041223978027e+04  
  5.357966575132e+03  ,3.041215819840e+04  
  5.370317963701e+03  ,3.041207630748e+04  
  5.382697825162e+03  ,3.041199410551e+04  
  5.395106225150e+03  ,3.041191159105e+04  
  5.407543229455e+03  ,3.041182876223e+04  
  5.420008904015e+03  ,3.041174561735e+04  
  5.432503314923e+03  ,3.041166215464e+04  
  5.445026528423e+03  ,3.041157837219e+04  
  5.457578610912e+03  ,3.041149426855e+04  
  5.470159628939e+03  ,3.041140984162e+04  
  5.482769649207e+03  ,3.041132508944e+04  
  5.495408738575e+03  ,3.041124001095e+04  
  5.508076964053e+03  ,3.041115460404e+04  
  5.520774392806e+03  ,3.041106886669e+04  
  5.533501092156e+03  ,3.041098279702e+04  
  5.546257129578e+03  ,3.041089639346e+04  
  5.559042572703e+03  ,3.041080965435e+04  
  5.571857489318e+03  ,3.041072257724e+04  
  5.584701947367e+03  ,3.041063516085e+04  
  5.597576014950e+03  ,3.041054740345e+04  
  5.610479760324e+03  ,3.041045930279e+04  
  5.623413251902e+03  ,3.041037085679e+04  
  5.636376558258e+03  ,3.041028206444e+04  
  5.649369748122e+03  ,3.041019292300e+04  
  5.662392890381e+03  ,3.041010343098e+04  
  5.675446054084e+03  ,3.041001358641e+04  
  5.688529308437e+03  ,3.040992338763e+04  
  5.701642722806e+03  ,3.040983283213e+04  
  5.714786366718e+03  ,3.040974191857e+04  
  5.727960309857e+03  ,3.040965064505e+04  
  5.741164622072e+03  ,3.040955900945e+04  
  5.754399373370e+03  ,3.040946700977e+04  
  5.767664633921e+03  ,3.040937464393e+04  
  5.780960474056e+03  ,3.040928191049e+04  
  5.794286964268e+03  ,3.040918880734e+04  
  5.807644175212e+03  ,3.040909533196e+04  
  5.821032177708e+03  ,3.040900148319e+04  
  5.834451042736e+03  ,3.040890725828e+04  
  5.847900841444e+03  ,3.040881265611e+04  
  5.861381645139e+03  ,3.040871767390e+04  
  5.874893525297e+03  ,3.040862230964e+04  
  5.888436553555e+03  ,3.040852656183e+04  
  5.902010801717e+03  ,3.040843042851e+04  
  5.915616341754e+03  ,3.040833390742e+04  
  5.929253245799e+03  ,3.040823699594e+04  
  5.942921586155e+03  ,3.040813969295e+04  
  5.956621435289e+03  ,3.040804199640e+04  
  5.970352865837e+03  ,3.040794390305e+04  
  5.984115950602e+03  ,3.040784541224e+04  
  5.997910762554e+03  ,3.040774652121e+04  
  6.011737374832e+03  ,3.040764722759e+04  
  6.025595860742e+03  ,3.040754753027e+04  
  6.039486293763e+03  ,3.040744742566e+04  
  6.053408747538e+03  ,3.040734691307e+04  
  6.067363295884e+03  ,3.040724598986e+04  
  6.081350012786e+03  ,3.040714465348e+04  
  6.095368972400e+03  ,3.040704290266e+04  
  6.109420249054e+03  ,3.040694073458e+04  
  6.123503917246e+03  ,3.040683814725e+04  
  6.137620051647e+03  ,3.040673513838e+04  
  6.151768727097e+03  ,3.040663170603e+04  
  6.165950018614e+03  ,3.040652784804e+04  
  6.180164001383e+03  ,3.040642356248e+04  
  6.194410750767e+03  ,3.040631884624e+04  
  6.208690342299e+03  ,3.040621369808e+04  
  6.223002851690e+03  ,3.040610811478e+04  
  6.237348354823e+03  ,3.040600209535e+04  
  6.251726927756e+03  ,3.040589563656e+04  
  6.266138646722e+03  ,3.040578873667e+04  
  6.280583588132e+03  ,3.040568139329e+04  
  6.295061828571e+03  ,3.040557360412e+04  
  6.309573444801e+03  ,3.040546536666e+04  
  6.324118513761e+03  ,3.040535667920e+04  
  6.338697112568e+03  ,3.040524753893e+04  
  6.353309318516e+03  ,3.040513794429e+04  
  6.367955209078e+03  ,3.040502789172e+04  
  6.382634861904e+03  ,3.040491737976e+04  
  6.397348354825e+03  ,3.040480640600e+04  
  6.412095765850e+03  ,3.040469496823e+04  
  6.426877173169e+03  ,3.040458306410e+04  
  6.441692655150e+03  ,3.040447069058e+04  
  6.456542290345e+03  ,3.040435784610e+04  
  6.471426157485e+03  ,3.040424452762e+04  
  6.486344335481e+03  ,3.040413073342e+04  
  6.501296903430e+03  ,3.040401646051e+04  
  6.516283940607e+03  ,3.040390170685e+04  
  6.531305526473e+03  ,3.040378647021e+04  
  6.546361740671e+03  ,3.040367074756e+04  
  6.561452663028e+03  ,3.040355453678e+04  
  6.576578373553e+03  ,3.040343783576e+04  
  6.591738952442e+03  ,3.040332064138e+04  
  6.606934480075e+03  ,3.040320295155e+04  
  6.622165037016e+03  ,3.040308476393e+04  
  6.637430704018e+03  ,3.040296607556e+04  
  6.652731562016e+03  ,3.040284688438e+04  
  6.668067692135e+03  ,3.040272718745e+04  
  6.683439175685e+03  ,3.040260698312e+04  
  6.698846094164e+03  ,3.040248626813e+04  
  6.714288529258e+03  ,3.040236503967e+04  
  6.729766562842e+03  ,3.040224329591e+04  
  6.745280276978e+03  ,3.040212103375e+04  
  6.760829753918e+03  ,3.040199825082e+04  
  6.776415076105e+03  ,3.040187494483e+04  
  6.792036326170e+03  ,3.040175111276e+04  
  6.807693586936e+03  ,3.040162675197e+04  
  6.823386941415e+03  ,3.040150186030e+04  
  6.839116472813e+03  ,3.040137643469e+04  
  6.854882264525e+03  ,3.040125047284e+04  
  6.870684400141e+03  ,3.040112397160e+04  
  6.886522963441e+03  ,3.040099692892e+04  
  6.902398038401e+03  ,3.040086934142e+04  
  6.918309709188e+03  ,3.040074120725e+04  
  6.934258060164e+03  ,3.040061252315e+04  
  6.950243175887e+03  ,3.040048328617e+04  
  6.966265141106e+03  ,3.040035349465e+04  
  6.982324040770e+03  ,3.040022314470e+04  
  6.998419960021e+03  ,3.040009223400e+04  
  7.014552984198e+03  ,3.039996076006e+04  
  7.030723198837e+03  ,3.039982872010e+04  
  7.046930689670e+03  ,3.039969611045e+04  
  7.063175542628e+03  ,3.039956292941e+04  
  7.079457843840e+03  ,3.039942917386e+04  
  7.095777679632e+03  ,3.039929484091e+04  
  7.112135136532e+03  ,3.039915992774e+04  
  7.128530301264e+03  ,3.039902443143e+04  
  7.144963260754e+03  ,3.039888834910e+04  
  7.161434102128e+03  ,3.039875167810e+04  
  7.177942912712e+03  ,3.039861441529e+04  
  7.194489780036e+03  ,3.039847655820e+04  
  7.211074791827e+03  ,3.039833810341e+04  
  7.227698036020e+03  ,3.039819904837e+04  
  7.244359600748e+03  ,3.039805938977e+04  
  7.261059574350e+03  ,3.039791912563e+04  
  7.277798045367e+03  ,3.039777825202e+04  
  7.294575102544e+03  ,3.039763676576e+04  
  7.311390834833e+03  ,3.039749466536e+04  
  7.328245331388e+03  ,3.039735194619e+04  
  7.345138681570e+03  ,3.039720860609e+04  
  7.362070974946e+03  ,3.039706464221e+04  
  7.379042301289e+03  ,3.039692005076e+04  
  7.396052750581e+03  ,3.039677482930e+04  
  7.413102413008e+03  ,3.039662897450e+04  
  7.430191378965e+03  ,3.039648248377e+04  
  7.447319739058e+03  ,3.039633535323e+04  
  7.464487584099e+03  ,3.039618758044e+04  
  7.481695005110e+03  ,3.039603916217e+04  
  7.498942093323e+03  ,3.039589009515e+04  
  7.516228940180e+03  ,3.039574037641e+04  
  7.533555637336e+03  ,3.039559000250e+04  
  7.550922276653e+03  ,3.039543897029e+04  
  7.568328950208e+03  ,3.039528727738e+04  
  7.585775750290e+03  ,3.039513492010e+04  
  7.603262769400e+03  ,3.039498189450e+04  
  7.620790100253e+03  ,3.039482819815e+04  
  7.638357835775e+03  ,3.039467382804e+04  
  7.655966069111e+03  ,3.039451877993e+04  
  7.673614893617e+03  ,3.039436305163e+04  
  7.691304402864e+03  ,3.039420663952e+04  
  7.709034690643e+03  ,3.039404953996e+04  
  7.726805850955e+03  ,3.039389174999e+04  
  7.744617978024e+03  ,3.039373326631e+04  
  7.762471166285e+03  ,3.039357408535e+04  
  7.780365510396e+03  ,3.039341420393e+04  
  7.798301105231e+03  ,3.039325361882e+04  
  7.816278045882e+03  ,3.039309232691e+04  
  7.834296427660e+03  ,3.039293032403e+04  
  7.852356346099e+03  ,3.039276760678e+04  
  7.870457896949e+03  ,3.039260417264e+04  
  7.888601176184e+03  ,3.039244001733e+04  
  7.906786279997e+03  ,3.039227513813e+04  
  7.925013304803e+03  ,3.039210953078e+04  
  7.943282347241e+03  ,3.039194319254e+04  
  7.961593504172e+03  ,3.039177611957e+04  
  7.979946872678e+03  ,3.039160830821e+04  
  7.998342550069e+03  ,3.039143975517e+04  
  8.016780633875e+03  ,3.039127045750e+04  
  8.035261221854e+03  ,3.039110041051e+04  
  8.053784411989e+03  ,3.039092961081e+04  
  8.072350302487e+03  ,3.039075805521e+04  
  8.090958991782e+03  ,3.039058574040e+04  
  8.109610578537e+03  ,3.039041266251e+04  
  8.128305161639e+03  ,3.039023881746e+04  
  8.147042840207e+03  ,3.039006420183e+04  
  8.165823713584e+03  ,3.038988881193e+04  
  8.184647881346e+03  ,3.038971264472e+04  
